GEOID_ZIP,ALAND10,AWATER10,tot_pop,white,per_white,black,per_black,native,per_native,asian,per_asian,nativehawaiian ,per_hawaiian,other,per_other,two_or_mor,per_two_or,male,female,under_5,per_under_5,5_to_9,per_5_to_9,10_to_14,per_10_to_14,15_to_19,per_15_to_19,20_to_24,per_20_to_24,25_to_29,per_25_to_29,30_to_34,per_30_to_34,35_to_39,per_35_to_39,40_to_44,per_40_to_44,45_to_49,per_45_to_49,50_to_54,per_50_to_54,55_to_59,per_55_to_59,60_to_64,per_60_to_64,65_to_69,per_65_to_69,70_to_74,per_70_to_74,75_to_79,per_75_to_79,80_to_84,per_80_to_89,80_and_over,per_80_and_over,disabled,per_disabled,unemployment_rate,tot_households_snap,households_snap,per_households_snap,tot_pop_mobility,same_house,moved_within_1yr,less_10k,10k_15k,15k_25k,25k_35k,35k_50k,50k_75k,75k_100k,100k_150k,150k_200k,more_200k,med_income,mean_incom,speaks_only_english,naturalized,non_citizen,pop_pov,pop_below_,pcnt_pov,families_on_suplimental_income,families_on_social_security,2_ppl_fam,3_to_4_ppl,5_to_6_ppl,GT_7_ppl_f,insured,per_insured,uninsured,per_uninsured,owner,rent,per_minority,minority-majority-50,minority-majority-60,minority-majority-70,4_16_2020_positive,4_16_2020_tests,4_16_2020_positive_rate,4_2_2020_positive,4_2_2020_tests,4_2_2020_positive_rate,4_3_2020_positive,4_3_2020_tests,4_3_2020_positive_rate,4_7_2020_positive,4_7_2020_tests,4_7_2020_positive_rate,4_8_2020_positive,4_8_2020_tests,4_8_2020_positive_rate,hospital_count,3_26_bb_beds,4_2_bb_beds,4_7_bb_beds,licensed_beds,staffed_beds,ICU_beds,adult_icu_beds,pediatrics_icu_beds,bed_utilization_rate,potential_increase_bed_capacity,avg_ventilator_use,GEOID10,borough,sub_region_2,retail_and_recreation_percent_change_from_baseline_sum,grocery_and_pharmacy_percent_change_from_baseline_sum,parks_percent_change_from_baseline_sum,transit_stations_percent_change_from_baseline_sum,workplaces_percent_change_from_baseline_sum,residential_percent_change_from_baseline_sum,pop_density,per_infected
10027,2250650,1032,64548,19706,30.5,25484,39.5,261,0.4,6163,9.5,5,0.0,10188,15.8,2741,4.2,29804,34744,3288,5.1,3218,5.0,2923,4.5,5167,8.0,8543,13.2,7875,12.2,5399,8.4,4547,7.0,3751,5.8,3411,5.3,3889,6.0,3194,4.9,2781,4.3,2158,3.3,1460,2.3,1333,2.1,916,1.4,695,1.1,6159,9.6,53.3,23811,2917,12.3,63824,56522,2961,17.1,8.9,7.9,7.0,10.2,13.3,8.5,12.3,5.8,9.0,46113,81961,37610,6888,9913,57826,16555,23.1,1867,2334,6032,4957,998,161,59690,92.7,4727,7.3,3237,20574,69.4,1,1,0,612,1142,53.59,170,422,0.402843602,170,422,0.402843602,267,565,47.26,346,696,49.71,7,3998,4820,4820,2812,2467,245,245,119,4.134542,345,73,10027,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.02867971474907249,0.009481316229782488
10028,811365,0,47793,41217,86.2,604,1.3,10,0.0,4607,9.6,0,0.0,456,1.0,899,1.9,20516,27277,1940,4.1,1997,4.2,1621,3.4,1148,2.4,1580,3.3,7084,14.8,5658,11.8,3569,7.5,2913,6.1,3088,6.5,2876,6.0,2837,5.9,2609,5.5,2716,5.7,2091,4.4,1885,3.9,929,1.9,1252,2.6,2936,6.1,75.5,25318,344,1.4,47336,39620,4553,3.7,2.1,3.1,3.2,5.2,9.9,11.2,20.6,10.7,30.3,125140,222550,34954,4504,5096,47778,2403,1.1,223,2679,5644,3719,601,0,46316,96.9,1462,3.1,8723,16595,13.8,0,0,0,351,918,38.24,189,476,0.397058824,189,476,0.397058824,237,595,39.83,264,667,39.58,12,5654,5810,5810,4431,3946,494,494,322,5.6808760000000005,485,143,10028,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.058904438816069216,0.007344171740631473
10029,2102364,0,79597,26896,33.8,24699,31.0,493,0.6,7534,9.5,97,0.1,17413,21.9,2465,3.1,36356,43241,3644,4.6,4373,5.5,4921,6.2,5305,6.7,7045,8.9,7884,9.9,6529,8.2,5815,7.3,4886,6.1,4394,5.5,4947,6.2,4532,5.7,4617,5.8,3111,3.9,2179,2.7,2171,2.7,1519,1.9,1725,2.2,12150,15.4,55.2,31690,10743,33.9,78919,69919,3883,16.1,11.5,13.8,9.5,11.4,13.6,9.0,6.7,3.2,5.3,34016,68078,34816,9092,9556,76863,25526,29.7,3813,4189,8063,7204,1857,251,72894,92.5,5890,7.5,2149,29541,66.2,1,1,0,1076,2005,53.67,290,668,0.434131737,290,668,0.434131737,461,943,48.89,576,1135,50.75,13,5784,6606,6606,5075,4464,552,552,357,7.228661,611,155,10029,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.03786071298785557,0.013518097415731749
10030,722535,0,29882,5038,16.9,18842,63.1,21,0.1,617,2.1,123,0.4,3357,11.2,1884,6.3,13233,16649,2107,7.1,1377,4.6,1077,3.6,1434,4.8,2106,7.0,3476,11.6,2559,8.6,2815,9.4,2048,6.9,2199,7.4,2267,7.6,1414,4.7,1684,5.6,829,2.8,828,2.8,696,2.3,303,1.0,663,2.2,4519,15.1,64.1,12736,4269,33.5,29527,26394,1331,12.8,11.9,15.0,8.2,9.6,13.6,8.4,10.9,3.0,6.6,37232,72377,18698,3513,3579,29852,8777,23.3,1284,1457,2606,2646,499,127,27415,91.7,2467,8.3,1471,11265,83.2,1,1,1,323,526,61.41,106,204,0.519607843,106,204,0.519607843,164,289,56.75,194,340,57.06,9,4583,5405,5405,2982,2927,276,276,159,4.894893,55,86,10030,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.041357166088839985,0.010809182785623452
10031,1681546,0,60254,17917,29.7,17982,29.8,168,0.3,2380,3.9,74,0.1,11580,19.2,10153,16.9,30567,29687,3190,5.3,2445,4.1,2613,4.3,2998,5.0,5539,9.2,7745,12.9,6513,10.8,4528,7.5,3429,5.7,4069,6.8,4326,7.2,2850,4.7,3461,5.7,2132,3.5,1330,2.2,1285,2.1,1048,1.7,753,1.2,6671,11.1,70.2,21959,6076,27.7,59518,51702,3599,10.5,7.6,9.2,10.9,11.9,15.2,11.6,12.4,5.3,5.4,49891,71698,24069,11748,12023,60006,13451,20.0,1245,2467,4727,4929,1140,272,52882,87.8,7353,12.2,2734,19225,70.19999999999999,1,1,1,755,1172,64.42,217,405,0.535802469,217,405,0.535802469,340,576,59.03,433,710,60.99,6,2941,3607,3607,1340,1204,146,146,70,2.8483,136,34,10031,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.035832501757311425,0.012530288445580377
10032,1695753,0,64264,19122,29.8,12373,19.3,476,0.7,3029,4.7,83,0.1,21939,34.1,7242,11.3,32163,32101,2792,4.3,2769,4.3,2357,3.7,2441,3.8,5702,8.9,9514,14.8,6830,10.6,4722,7.3,3620,5.6,4282,6.7,3498,5.4,4105,6.4,3331,5.2,2463,3.8,1965,3.1,1930,3.0,840,1.3,1103,1.7,9159,14.3,67.3,21222,6983,32.9,63808,55866,3724,9.6,7.9,9.7,10.4,12.3,18.2,10.7,13.1,5.3,2.9,50391,66845,18639,14582,15477,63082,14585,17.5,2241,3439,4833,4672,1376,478,55482,86.6,8568,13.4,1742,19480,70.2,1,1,1,857,1404,61.04,308,548,0.562043796,308,548,0.562043796,448,757,59.18,543,914,59.41,5,2251,2917,2917,814,978,89,89,75,2.308136,-164,25,10032,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.037897028635656256,0.01333561558570895
10033,1544119,0,59607,24141,40.5,6195,10.4,887,1.5,1316,2.2,0,0.0,21343,35.8,5725,9.6,30216,29391,3606,6.0,2852,4.8,2723,4.6,2969,5.0,4154,7.0,6964,11.7,5739,9.6,4555,7.6,3983,6.7,3600,6.0,3423,5.7,3763,6.3,2954,5.0,2737,4.6,1932,3.2,1439,2.4,1256,2.1,958,1.6,8119,13.6,66.6,19652,5784,29.4,58682,51920,3288,7.2,8.0,10.6,7.6,10.2,16.5,11.4,16.4,6.9,5.1,58614,75872,15809,14692,13236,58669,11496,16.7,2073,3499,4848,5210,1508,455,54694,91.8,4899,8.2,2054,17598,59.5,1,0,0,735,1177,62.45,264,495,0.533333333,264,495,0.533333333,391,657,59.51,474,779,60.85,5,2229,2229,2229,592,743,57,57,55,1.358676,-151,21,10033,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.0386025947482027,0.012330766520710655
10034,2823927,11193,42910,16463,38.4,4965,11.6,191,0.4,1319,3.1,103,0.2,17711,41.3,2158,5.0,20361,22549,2532,5.9,2224,5.2,2343,5.5,2381,5.5,2793,6.5,3737,8.7,4306,10.0,3671,8.6,2738,6.4,3076,7.2,2538,5.9,2120,4.9,2672,6.2,2272,5.3,1365,3.2,943,2.2,508,1.2,691,1.6,4996,11.7,67.0,16095,4949,30.7,42460,38245,2719,9.2,7.3,10.5,10.0,7.6,17.3,15.6,13.1,4.3,5.1,54716,70567,11659,9671,9373,42726,8355,17.2,1599,2260,3867,3887,1068,275,38806,90.5,4057,9.5,1500,14595,61.599999999999994,1,1,0,399,709,56.28,108,262,0.41221374,108,262,0.41221374,178,366,48.63,231,446,51.79,5,2272,2349,2349,635,413,46,46,27,1.046713,222,10,10034,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.015195151999325762,0.009298531810766722
10035,3689136,0,35743,7246,20.3,14580,40.8,310,0.9,1755,4.9,36,0.1,10060,28.1,1756,4.9,17697,18046,2261,6.3,1734,4.9,1513,4.2,1777,5.0,2496,7.0,3943,11.0,3314,9.3,2770,7.7,2350,6.6,2290,6.4,2699,7.6,2342,6.6,1733,4.8,1395,3.9,1059,3.0,721,2.0,574,1.6,772,2.2,5780,16.6,50.0,14428,3227,22.4,35487,31748,1672,18.4,13.3,13.6,8.8,9.2,14.6,7.7,8.2,3.5,2.7,30081,52121,17520,3615,5580,34790,13064,29.0,1455,1172,3085,2980,691,107,31003,88.8,3913,11.2,1191,13237,79.7,1,1,1,583,1012,57.61,147,345,0.42608695700000004,147,345,0.42608695700000004,254,515,49.32,321,611,52.54,10,4074,4896,4896,3659,3104,307,307,147,5.451683999999999,555,98,10035,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.00968871844247542,0.016310886047617715
10036,1137632,0,27428,17319,63.1,1978,7.2,137,0.5,5218,19.0,12,0.0,2049,7.5,715,2.6,14922,12506,1138,4.1,462,1.7,301,1.1,444,1.6,2304,8.4,4010,14.6,3983,14.5,2652,9.7,2148,7.8,2102,7.7,1767,6.4,1365,5.0,1646,6.0,1136,4.1,982,3.6,483,1.8,377,1.4,128,0.5,3111,11.3,79.2,16183,1683,10.4,27216,21395,2810,8.2,6.3,5.6,8.0,9.1,7.3,8.1,15.5,10.1,21.9,91936,130731,16759,3367,6085,27428,4183,7.3,127,448,2587,926,210,10,25823,94.1,1605,5.9,1565,14618,36.800000000000004,0,0,0,277,598,46.32,116,275,0.42181818200000004,116,275,0.42181818200000004,160,355,45.07,197,420,46.9,13,6010,6222,6222,5090,4272,649,649,353,5.507046,818,142,10036,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.024109729684115778,0.010099168732681931
10037,666603,0,21139,2291,10.8,15206,71.9,5,0.0,528,2.5,26,0.1,1920,9.1,1163,5.5,9399,11740,1997,9.4,1111,5.3,1196,5.7,1070,5.1,1232,5.8,1892,9.0,1953,9.2,1590,7.5,939,4.4,1246,5.9,1565,7.4,1256,5.9,1017,4.8,824,3.9,584,2.8,586,2.8,385,1.8,696,3.3,2312,11.1,59.7,9731,2158,22.2,20775,18704,971,10.8,12.3,11.6,9.4,10.0,16.0,11.2,10.6,5.1,3.1,45041,63900,13361,1880,2128,20876,5249,23.6,428,614,2023,1865,399,43,19489,93.2,1424,6.8,485,9246,89.1,1,1,1,281,487,57.7,109,204,0.534313725,109,204,0.534313725,121,241,50.21,157,302,51.99,8,4168,4990,4990,2982,2927,276,276,159,4.894893,55,86,10037,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.031711528450967065,0.013292965608590756
10038,773837,0,22800,11784,51.7,2128,9.3,49,0.2,7249,31.8,0,0.0,716,3.1,874,3.8,10696,12104,899,3.9,598,2.6,663,2.9,1402,6.1,2083,9.1,2812,12.3,2340,10.3,1721,7.5,1671,7.3,1282,5.6,879,3.9,1198,5.3,1387,6.1,1056,4.6,854,3.7,616,2.7,675,3.0,664,2.9,2290,10.0,63.5,10210,1822,17.8,22596,18216,1912,8.8,6.2,10.9,5.4,6.8,8.7,6.8,13.2,10.2,23.0,86058,138542,12348,4418,3271,21719,4125,16.1,785,1274,2804,1552,246,69,21759,95.5,1028,4.5,2732,7478,48.199999999999996,0,0,0,160,328,48.78,76,167,0.45508982,76,167,0.45508982,101,219,46.12,118,246,47.97,4,679,688,688,713,420,35,35,28,1.790607,293,12,10038,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.029463569201265898,0.007017543859649123
10039,1132696,0,27726,3625,13.1,17158,61.9,158,0.6,452,1.6,11,0.0,4934,17.8,1388,5.0,11816,15910,2203,7.9,1716,6.2,2020,7.3,1649,5.9,2066,7.5,2670,9.6,2166,7.8,1889,6.8,1915,6.9,1542,5.6,1996,7.2,1874,6.8,1422,5.1,707,2.5,690,2.5,391,1.4,380,1.4,430,1.6,3510,12.7,64.6,11210,3078,27.5,27450,25203,1221,11.1,10.6,13.2,11.1,13.4,16.5,11.3,7.7,2.1,3.1,39653,61621,14779,3721,3365,27683,7148,22.6,1154,1307,2630,2876,501,36,25260,91.1,2466,8.9,1515,9695,86.89999999999999,1,1,1,310,561,55.26,116,226,0.513274336,116,226,0.513274336,155,304,50.99,187,355,52.68,7,3111,3777,3777,1510,1664,177,177,110,3.608651,-154,47,10039,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.024477882856476937,0.011180841087787637
10040,988490,0,44571,16091,36.1,4359,9.8,554,1.2,1355,3.0,0,0.0,19043,42.7,3169,7.1,20779,23792,2238,5.0,2128,4.8,2142,4.8,2177,4.9,3341,7.5,4471,10.0,4347,9.8,3279,7.4,2807,6.3,2507,5.6,2892,6.5,2470,5.5,2431,5.5,1882,4.2,1707,3.8,1141,2.6,850,1.9,1761,4.0,5144,12.0,63.0,16181,5201,32.1,43827,37938,3486,9.9,7.6,11.1,8.6,15.3,16.9,11.7,11.7,3.9,3.3,47137,64100,11644,11139,10100,42849,9557,19.0,1238,2296,3694,3968,1096,293,39681,92.2,3349,7.8,1679,14502,63.800000000000004,1,1,0,576,908,63.44,208,356,0.5842696629999999,208,356,0.5842696629999999,294,487,60.37,353,579,60.97,5,2229,2229,2229,592,743,57,57,55,1.358676,-151,21,10040,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.04508998573581928,0.012923201184626774
10044,595885,0,11682,5320,45.5,1420,12.2,0,0.0,3963,33.9,0,0.0,501,4.3,478,4.1,5498,6184,558,4.8,345,3.0,300,2.6,281,2.4,700,6.0,1232,10.5,1319,11.3,878,7.5,694,5.9,765,6.5,938,8.0,699,6.0,735,6.3,450,3.9,630,5.4,359,3.1,368,3.2,431,3.7,928,9.2,54.7,4748,468,9.9,11459,8929,1061,6.0,3.5,4.3,4.2,5.0,15.3,11.4,23.9,9.7,16.7,100441,126465,4868,1550,4400,10109,1174,3.9,162,486,1433,753,225,0,9446,93.4,663,6.6,936,3812,54.49999999999999,1,0,0,103,224,45.98,49,116,0.422413793,49,116,0.422413793,64,149,42.95,71,165,43.03,14,7625,7993,7993,6493,5519,745,745,402,6.647989999999999,974,181,10044,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.019604453879523732,0.00881698339325458
10162,29812,0,1584,1457,92.0,0,0.0,0,0.0,72,4.5,0,0.0,0,0.0,55,3.5,679,905,327,20.6,24,1.5,93,5.9,42,2.7,0,0.0,41,2.6,125,7.9,190,12.0,177,11.2,41,2.6,51,3.2,94,5.9,45,2.8,148,9.3,0,0.0,135,8.5,0,0.0,51,3.2,238,15.0,75.6,741,0,0.0,1584,1246,140,0.0,0.0,5.5,0.0,0.0,5.7,13.9,21.3,6.5,47.1,188880,244032,1066,55,98,1584,0,0.0,0,135,176,262,0,0,1491,94.1,93,5.9,0,741,8.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,14,7078,7234,7234,5782,5193,731,731,377,6.537623,589,178,10162,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.05313296659063464,0.0
10301,9189255,12647,38733,22280,57.5,9668,25.0,39,0.1,2351,6.1,11,0.0,1997,5.2,2387,6.2,18449,20284,2446,6.3,2137,5.5,2417,6.2,2690,6.9,3129,8.1,2581,6.7,2403,6.2,2362,6.1,2531,6.5,2280,5.9,2815,7.3,2596,6.7,2580,6.7,2062,5.3,1273,3.3,1061,2.7,618,1.6,752,1.9,3842,10.2,56.0,14489,3055,21.1,38282,35252,1667,14.9,4.3,9.9,6.7,9.4,14.0,11.1,13.1,8.4,8.2,55802,82103,25861,4628,3587,36779,8477,20.1,1176,2237,3726,3820,1100,319,35380,93.7,2392,6.3,6587,7902,42.60000000000001,0,0,0,716,1352,52.96,175,333,0.525525526,175,333,0.525525526,278,501,55.49,357,696,51.29,1,470,470,470,448,260,18,18,25,0.614738,188,19,10301,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.0042150315776414956,0.01848552913536261
10302,3079121,0,18204,11286,62.0,3754,20.6,212,1.2,1335,7.3,1,0.0,1083,5.9,533,2.9,9313,8891,1086,6.0,1185,6.5,1193,6.6,1363,7.5,1215,6.7,1824,10.0,1253,6.9,1246,6.8,1139,6.3,1419,7.8,1293,7.1,1219,6.7,895,4.9,820,4.5,346,1.9,434,2.4,156,0.9,118,0.6,1546,8.5,56.4,6149,1295,21.1,18008,16673,1084,13.1,2.7,6.9,7.9,9.7,15.5,11.3,18.3,7.9,6.7,64103,80141,10112,1818,2699,18122,2973,12.6,428,1004,1245,2168,882,60,16178,89.2,1968,10.8,3616,2533,37.9,0,0,0,380,725,52.41,61,137,0.445255474,61,137,0.445255474,120,230,52.17,169,343,49.27,1,470,470,470,448,260,18,18,25,0.614738,188,19,10302,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.005912076855700052,0.020874533069655022
10303,8141997,73294,25947,11406,44.0,9170,35.3,126,0.5,2106,8.1,0,0.0,2257,8.7,882,3.4,12810,13137,1807,7.0,1775,6.8,2111,8.1,2233,8.6,1957,7.5,2199,8.5,1555,6.0,1681,6.5,1688,6.5,1899,7.3,1575,6.1,1696,6.5,1337,5.2,1026,4.0,570,2.2,403,1.6,229,0.9,206,0.8,2373,9.2,55.7,8156,1909,23.4,25667,24147,721,20.3,4.1,6.5,4.8,7.3,14.9,11.3,18.1,9.0,3.6,62558,75828,13388,3781,3315,25840,6542,25.1,999,1124,1996,2912,1438,225,23817,91.9,2097,8.1,4954,3202,55.99999999999999,1,0,0,555,1023,54.25,106,221,0.479638009,106,221,0.479638009,174,353,49.29,265,513,51.66,0,0,0,0,0,0,0,0,0,0.0,0,0,10303,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.0031868103120155904,0.021389756041160828
10304,9655859,19194,41064,21403,52.1,11277,27.5,99,0.2,3969,9.7,26,0.1,3259,7.9,1031,2.5,20233,20831,2528,6.2,2847,6.9,2479,6.0,2934,7.1,2615,6.4,3296,8.0,2336,5.7,2281,5.6,2457,6.0,2508,6.1,3295,8.0,2766,6.7,2882,7.0,1705,4.2,1572,3.8,1065,2.6,752,1.8,746,1.8,4693,11.7,54.4,14172,3651,25.8,40542,37687,1598,15.8,5.2,7.7,8.0,12.2,10.9,9.3,15.1,7.5,8.4,52199,90003,23335,8137,4631,39794,8564,19.7,1724,2340,3275,5043,1343,368,37596,93.7,2538,6.3,7441,6731,47.9,0,0,0,911,1766,51.59,289,540,0.535185185,289,540,0.535185185,419,763,54.91,515,1010,50.99,2,978,978,978,920,803,72,72,40,1.548819,117,51,10304,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.004252754726430864,0.022184882135203584
10305,10304611,44453,42298,31174,73.7,2770,6.5,189,0.4,5509,13.0,0,0.0,1651,3.9,1005,2.4,20145,22153,2654,6.3,2799,6.6,2125,5.0,2043,4.8,2634,6.2,3305,7.8,2664,6.3,3251,7.7,2978,7.0,2908,6.9,2824,6.7,2903,6.9,2912,6.9,2029,4.8,1373,3.2,1137,2.7,913,2.2,846,2.0,4628,11.1,58.2,14663,1870,12.8,41565,39072,1204,6.2,3.2,7.5,7.9,9.6,14.8,14.6,18.7,9.3,8.3,76489,91033,21194,9648,4604,41726,5365,9.1,998,2945,3267,4918,1949,250,39730,95.2,2021,4.8,9671,4992,26.199999999999996,0,0,0,801,1739,46.06,178,428,0.41588785,178,428,0.41588785,298,652,45.71,410,948,43.25,1,508,508,508,472,543,54,54,15,0.9340809999999999,-71,32,10305,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.00410476436228403,0.018937065582297036
10306,19359797,152157,53142,45560,85.7,1775,3.3,36,0.1,3141,5.9,0,0.0,1278,2.4,1352,2.5,24906,28236,2308,4.3,2957,5.6,2962,5.6,3009,5.7,3230,6.1,3274,6.2,3640,6.8,2665,5.0,3386,6.4,3567,6.7,4359,8.2,4427,8.3,3897,7.3,2577,4.8,2433,4.6,1797,3.4,1196,2.3,1458,2.7,6311,12.0,58.8,20007,1836,9.2,52834,50520,1199,5.3,5.1,7.3,7.8,6.6,14.2,15.8,18.2,10.7,9.0,79569,96939,35191,8917,3366,52646,5191,8.4,916,4565,5450,6881,1620,169,50468,95.8,2198,4.2,14183,5824,14.200000000000001,0,0,0,1001,2285,43.81,278,632,0.43987341799999996,278,632,0.43987341799999996,404,884,45.7,513,1239,41.4,1,508,508,508,472,543,54,54,15,0.9340809999999999,-71,32,10306,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.002744966798980382,0.018836325317075006
10307,4764130,18350,15232,14284,93.8,56,0.4,19,0.1,418,2.7,0,0.0,366,2.4,89,0.6,7448,7784,641,4.2,1017,6.7,1327,8.7,1091,7.2,988,6.5,1046,6.9,753,4.9,839,5.5,1232,8.1,1246,8.2,1581,10.4,871,5.7,867,5.7,619,4.1,377,2.5,317,2.1,231,1.5,189,1.2,1003,6.6,57.8,5314,183,3.4,15099,14456,556,2.5,4.3,6.3,6.8,13.7,12.6,13.8,14.0,7.3,18.7,80893,113474,12250,1147,479,15145,1075,7.0,172,1135,1153,2072,679,31,14547,95.6,664,4.4,4038,1276,6.199999999999999,0,0,0,274,599,45.74,67,142,0.471830986,67,142,0.471830986,109,217,50.23,143,305,46.89,1,206,206,206,0,0,0,0,0,0.0,0,0,10307,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.0031972259363199575,0.01798844537815126
10308,5097987,12014,30186,27810,92.1,339,1.1,50,0.2,1520,5.0,24,0.1,241,0.8,202,0.7,14569,15617,1581,5.2,1485,4.9,1792,5.9,1742,5.8,1897,6.3,1883,6.2,1632,5.4,1920,6.4,2127,7.0,2158,7.1,2252,7.5,2201,7.3,2156,7.1,1548,5.1,1459,4.8,1122,3.7,534,1.8,697,2.3,3010,10.0,59.1,10648,443,4.2,30006,27955,1416,3.3,3.6,5.3,5.8,4.5,14.2,16.4,23.5,11.4,12.0,93963,108491,21946,4159,1892,30175,1769,4.4,407,3101,3166,3957,1252,52,29330,97.2,838,2.8,8826,1822,7.8999999999999995,0,0,0,478,1123,42.56,146,331,0.441087613,146,331,0.441087613,214,474,45.15,270,639,42.25,0,0,0,0,0,0,0,0,0,0.0,0,0,10308,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.005921160646349235,0.01583515537003909
10309,17239616,102043,33531,30789,91.8,293,0.9,173,0.5,1206,3.6,0,0.0,825,2.5,245,0.7,16842,16689,2109,6.3,2067,6.2,1959,5.8,1890,5.6,1969,5.9,2070,6.2,2276,6.8,2147,6.4,2490,7.4,2360,7.0,2320,6.9,2544,7.6,2132,6.4,1617,4.8,1628,4.9,943,2.8,567,1.7,443,1.3,2854,8.5,62.0,11464,657,5.7,32964,31562,706,2.7,3.9,8.2,3.5,5.9,12.5,12.0,22.5,15.4,13.3,103175,121733,24374,4118,1118,33471,3089,7.2,480,3131,3104,4555,1443,123,32659,97.5,843,2.5,9841,1623,8.2,0,0,0,639,1466,43.59,170,363,0.468319559,170,363,0.468319559,246,522,47.13,324,765,42.35,1,206,206,206,0,0,0,0,0,0.0,0,0,10309,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.0019449969187248718,0.01905699203721929
10310,4651578,0,23262,13731,59.0,4844,20.8,16,0.1,1459,6.3,0,0.0,2270,9.8,942,4.0,11065,12197,1550,6.7,1561,6.7,1541,6.6,1602,6.9,1409,6.1,1474,6.3,1481,6.4,1495,6.4,1525,6.6,1607,6.9,1645,7.1,1610,6.9,1653,7.1,1226,5.3,639,2.7,411,1.8,553,2.4,280,1.2,2220,9.5,57.5,8346,1630,19.5,23002,21736,766,13.6,3.8,7.2,5.5,9.3,12.9,10.8,16.2,12.7,8.0,72093,90754,14772,2649,2597,23201,4428,15.5,597,1547,2304,2925,771,156,21283,91.6,1964,8.4,5113,3233,41.0,0,0,0,452,967,46.74,97,218,0.44495412799999995,97,218,0.44495412799999995,161,336,47.92,217,492,44.11,1,470,470,470,448,260,18,18,25,0.614738,188,19,10310,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.005000883571123606,0.019430831398847905
10312,19637318,359000,61741,56226,91.1,793,1.3,12,0.0,3364,5.4,59,0.1,522,0.8,765,1.2,29882,31859,3411,5.5,3654,5.9,4298,7.0,3565,5.8,3516,5.7,3774,6.1,3712,6.0,3672,5.9,4218,6.8,4521,7.3,4098,6.6,4656,7.5,4039,6.5,3695,6.0,3192,5.2,1594,2.6,1061,1.7,1065,1.7,5418,8.8,60.6,21382,923,4.3,61210,58206,1901,3.6,2.8,5.3,6.0,10.2,13.6,11.2,20.7,14.5,12.0,95064,112310,47391,6743,1710,61518,3995,5.0,833,6038,6164,8533,2134,315,59998,97.2,1727,2.8,18246,3136,8.799999999999999,0,0,0,1118,2387,46.84,336,654,0.513761468,336,654,0.513761468,462,916,50.44,593,1253,47.33,1,206,206,206,0,0,0,0,0,0.0,0,0,10312,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.0031440647852216887,0.018107902366336793
10314,35432499,1687746,90761,66310,73.1,3852,4.2,109,0.1,15049,16.6,76,0.1,3008,3.3,2357,2.6,43762,46999,5235,5.8,5261,5.8,5662,6.2,5152,5.7,5508,6.1,6427,7.1,6392,7.0,4697,5.2,6120,6.7,6445,7.1,6671,7.4,5628,6.2,5918,6.5,5825,6.4,3507,3.9,2559,2.8,1753,1.9,2001,2.2,8900,9.9,58.5,31362,2420,7.7,89809,84074,3220,6.0,3.3,5.7,6.0,8.5,14.1,12.3,21.8,11.7,10.7,86742,103927,54526,16646,6457,89642,8558,7.4,1687,7776,8737,10760,3466,818,85842,95.7,3903,4.3,23323,8039,26.900000000000006,0,0,0,1783,3742,47.65,452,959,0.47132429600000003,452,959,0.47132429600000003,712,1408,50.57,902,1944,46.4,0,0,0,0,0,0,0,0,0,0.0,0,0,10314,Staten Island,Staten Island,-1239,-254,-229,-1643,-1407,660,0.0025615184523112523,0.019645001707781978
