GEOID_ZIP,ALAND10,AWATER10,tot_pop,white,per_white,black,per_black,native,per_native,asian,per_asian,nativehawaiian ,per_hawaiian,other,per_other,two_or_mor,per_two_or,male,female,under_5,per_under_5,5_to_9,per_5_to_9,10_to_14,per_10_to_14,15_to_19,per_15_to_19,20_to_24,per_20_to_24,25_to_29,per_25_to_29,30_to_34,per_30_to_34,35_to_39,per_35_to_39,40_to_44,per_40_to_44,45_to_49,per_45_to_49,50_to_54,per_50_to_54,55_to_59,per_55_to_59,60_to_64,per_60_to_64,65_to_69,per_65_to_69,70_to_74,per_70_to_74,75_to_79,per_75_to_79,80_to_84,per_80_to_89,80_and_over,per_80_and_over,disabled,per_disabled,unemployment_rate,tot_households_snap,households_snap,per_households_snap,tot_pop_mobility,same_house,moved_within_1yr,less_10k,10k_15k,15k_25k,25k_35k,35k_50k,50k_75k,75k_100k,100k_150k,150k_200k,more_200k,med_income,mean_incom,speaks_only_english,naturalized,non_citizen,pop_pov,pop_below_,pcnt_pov,families_on_suplimental_income,families_on_social_security,2_ppl_fam,3_to_4_ppl,5_to_6_ppl,GT_7_ppl_f,insured,per_insured,uninsured,per_uninsured,owner,rent,per_minority,minority-majority-50,minority-majority-60,minority-majority-70,4_16_2020_positive,4_16_2020_tests,4_16_2020_positive_rate,4_2_2020_positive,4_2_2020_tests,4_2_2020_positive_rate,4_3_2020_positive,4_3_2020_tests,4_3_2020_positive_rate,4_7_2020_positive,4_7_2020_tests,4_7_2020_positive_rate,4_8_2020_positive,4_8_2020_tests,4_8_2020_positive_rate,hospital_count,3_26_bb_beds,4_2_bb_beds,4_7_bb_beds,licensed_beds,staffed_beds,ICU_beds,adult_icu_beds,pediatrics_icu_beds,bed_utilization_rate,potential_increase_bed_capacity,avg_ventilator_use,GEOID10,borough,sub_region_2,retail_and_recreation_percent_change_from_baseline_sum,grocery_and_pharmacy_percent_change_from_baseline_sum,parks_percent_change_from_baseline_sum,transit_stations_percent_change_from_baseline_sum,workplaces_percent_change_from_baseline_sum,residential_percent_change_from_baseline_sum,pop_density,per_infected
10803,5667861,20721,12544,9458,75.4,1286,10.3,0,0.0,850,6.8,0,0.0,439,3.5,511,4.1,6199,6345,682,5.4,1072,8.5,1286,10.3,892,7.1,724,5.8,526,4.2,456,3.6,800,6.4,959,7.6,1008,8.0,1090,8.7,861,6.9,513,4.1,418,3.3,472,3.8,260,2.1,298,2.4,227,1.8,682,5.4,66.4,3947,137,3.5,12427,11127,477,2.1,0.9,1.9,4.8,4.6,10.5,9.3,15.3,12.6,38.0,152932,227383,9608,1153,982,12539,537,2.6,90,742,986,1710,454,77,12113,96.6,431,3.4,3016,931,24.700000000000003,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,10803,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.0022131805984656294,0.0
10004,1394739,10096,3028,1902,62.8,51,1.7,0,0.0,922,30.4,17,0.6,40,1.3,96,3.2,1267,1761,125,4.1,51,1.7,117,3.9,80,2.6,108,3.6,412,13.6,374,12.4,392,12.9,179,5.9,172,5.7,466,15.4,137,4.5,187,6.2,75,2.5,92,3.0,33,1.1,0,0.0,28,0.9,158,5.2,80.4,1659,0,0.0,3010,2497,298,2.9,0.0,0.7,1.1,4.2,5.1,6.6,25.4,15.1,38.9,157645,218650,2083,268,563,3028,66,1.0,15,67,425,280,4,0,2879,95.1,149,4.9,635,1024,37.2,0,0,0,24,60,40.0,16,38,0.42105263200000004,16,38,0.42105263200000004,20,45,44.44,20,47,42.55,0,0,0,0,0,0,0,0,0,0.0,0,0,10004,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.002171015508994873,0.007926023778071334
11225,2289259,0,58882,16038,27.2,37614,63.9,49,0.1,1560,2.6,27,0.0,2020,3.4,1574,2.7,26817,32065,3003,5.1,2714,4.6,3264,5.5,3000,5.1,3980,6.8,7315,12.4,6329,10.7,4619,7.8,3347,5.7,3520,6.0,3582,6.1,3329,5.7,3434,5.8,2384,4.0,1983,3.4,1293,2.2,959,1.6,827,1.4,4145,7.0,69.0,24105,4181,17.3,58324,53020,3023,7.9,5.5,9.5,9.4,13.1,17.3,12.8,13.8,4.6,6.1,55862,82001,40940,14298,7994,58720,10895,14.7,1127,3337,5672,5381,1118,429,54009,91.8,4833,8.2,3777,20328,72.7,1,1,1,737,1205,61.16,267,427,0.62529274,267,427,0.62529274,394,608,64.8,469,751,62.45,7,3238,3542,3542,3156,2101,153,153,145,4.972873,1055,82,11225,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.02572098657251102,0.012516558540810435
11226,3339497,0,100277,15288,15.2,68415,68.2,297,0.3,2896,2.9,0,0.0,10704,10.7,2677,2.7,45123,55154,6841,6.8,6166,6.1,5767,5.8,5763,5.7,7104,7.1,9587,9.6,9571,9.5,7795,7.8,6784,6.8,5852,5.8,5934,5.9,5286,5.3,5904,5.9,4192,4.2,2873,2.9,2000,2.0,1623,1.6,1235,1.2,7439,7.4,65.9,36733,9824,26.7,99102,92774,3244,8.7,6.2,8.8,10.8,13.7,18.3,12.8,12.1,4.5,4.2,52052,69166,58921,26205,18521,99938,17403,13.2,2377,4905,8751,9422,3378,692,88953,88.9,11113,11.1,4564,32169,84.80000000000001,1,1,1,1219,1879,64.87,344,600,0.573333333,344,600,0.573333333,553,887,62.34,670,1090,61.47,9,3831,4135,4135,3537,2604,188,188,156,5.777583,933,114,11226,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.030027576009201386,0.012156326974281241
11228,3813708,0,44994,25047,55.7,521,1.2,137,0.3,16023,35.6,31,0.1,2253,5.0,982,2.2,22024,22970,2846,6.3,2312,5.1,2389,5.3,2702,6.0,2524,5.6,2908,6.5,3259,7.2,2838,6.3,3082,6.8,2675,5.9,3393,7.5,3238,7.2,3003,6.7,2142,4.8,1733,3.9,1332,3.0,1294,2.9,1324,2.9,4989,11.1,59.8,15306,2135,13.9,44525,40476,2755,4.5,4.4,10.2,9.0,10.0,15.3,11.2,17.1,8.6,9.7,67911,95616,16724,12056,6940,44777,6165,10.8,897,3571,3961,5477,1646,430,42093,93.9,2732,6.1,8443,6863,44.400000000000006,0,0,0,413,733,56.34,101,222,0.454954955,101,222,0.454954955,179,341,52.49,250,454,55.07,2,1161,1161,1161,1155,964,58,58,41,1.7512759999999998,191,41,11228,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.011797966703271462,0.009179001644663733
11229,5592659,143662,83615,54043,64.6,4985,6.0,208,0.2,18540,22.2,76,0.1,3437,4.1,2326,2.8,40272,43343,5306,6.3,5095,6.1,4895,5.9,4007,4.8,5232,6.3,5891,7.0,5086,6.1,5305,6.3,4959,5.9,5285,6.3,5280,6.3,6145,7.3,6203,7.4,5067,6.1,3421,4.1,2593,3.1,1753,2.1,2092,2.5,8497,10.2,59.6,30946,6207,20.1,82637,76079,4347,7.1,6.9,9.8,8.2,12.0,13.9,11.4,15.9,6.7,7.9,60873,83189,33659,27089,12278,83400,12184,11.7,2249,5735,8673,9125,3082,701,77857,93.2,5639,6.8,14601,16345,35.4,0,0,0,971,1699,57.15,316,640,0.49375,316,640,0.49375,470,890,52.81,603,1117,53.98,3,717,827,827,505,426,29,29,10,1.525469,79,22,11229,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.014950848961111343,0.011612748908688632
11230,4767216,0,89075,62333,70.0,6328,7.1,393,0.4,12631,14.2,0,0.0,5223,5.9,2167,2.4,42716,46359,8307,9.3,6423,7.2,6544,7.3,5655,6.3,6056,6.8,6880,7.7,6083,6.8,5111,5.7,4842,5.4,4914,5.5,4961,5.6,4851,5.4,4708,5.3,4296,4.8,2917,3.3,2470,2.8,1604,1.8,2453,2.8,10875,12.2,58.6,30572,7684,25.1,87484,81082,4627,8.0,10.3,11.0,9.9,11.2,16.0,9.5,11.8,4.9,7.5,49541,78385,35875,22642,14426,88624,20276,17.6,2300,4168,7384,7174,3776,1718,81187,91.4,7653,8.6,9090,21482,30.0,0,0,0,1463,2383,61.39,631,1046,0.603250478,631,1046,0.603250478,946,1487,63.62,1089,1742,62.51,3,1057,1057,1057,845,775,47,47,31,1.611956,70,44,11230,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.018684909599229405,0.016424361493123773
11231,3681946,66967,37845,24939,65.9,5262,13.9,237,0.6,2135,5.6,268,0.7,2738,7.2,2266,6.0,17577,20268,3228,8.5,2398,6.3,1902,5.0,1622,4.3,1497,4.0,2757,7.3,4763,12.6,3876,10.2,3036,8.0,2845,7.5,2104,5.6,2140,5.7,1652,4.4,1293,3.4,1127,3.0,628,1.7,612,1.6,365,1.0,4032,10.7,73.2,15702,2775,17.7,37167,32584,2590,10.8,5.9,5.1,5.6,5.9,9.5,7.1,12.1,13.3,24.7,100213,156754,25680,3680,2703,37782,5799,12.8,897,1553,4354,4220,667,134,35972,95.1,1873,4.9,4919,10783,34.0,0,0,0,265,554,47.83,127,271,0.468634686,127,271,0.468634686,169,351,48.15,197,413,47.7,4,1688,1697,1697,1679,1243,88,88,62,3.369732,436,36,11231,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.010278532058862352,0.007002246003435064
11232,3084817,234,27602,11391,41.3,1772,6.4,288,1.0,5278,19.1,0,0.0,7519,27.2,1354,4.9,14304,13298,1756,6.4,2008,7.3,1328,4.8,1286,4.7,1790,6.5,3251,11.8,3112,11.3,2700,9.8,1975,7.2,2039,7.4,1837,6.7,1225,4.4,1083,3.9,800,2.9,564,2.0,375,1.4,288,1.0,185,0.7,2357,9.2,64.6,8812,1940,22.0,27222,23776,1775,6.7,7.1,6.7,9.2,15.8,14.8,13.1,14.8,5.4,6.4,56661,78443,8698,4529,6369,25379,5494,21.3,730,982,1956,2843,852,162,21935,85.5,3708,14.5,2222,6590,58.6,1,0,0,316,470,67.23,85,150,0.566666667,85,150,0.566666667,169,264,64.02,203,317,64.04,3,1812,1812,1812,1746,1480,96,96,65,2.609718,266,62,11232,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.008947694466154718,0.011448445764799652
11233,3493431,0,76819,6731,8.8,60526,78.8,113,0.1,1320,1.7,0,0.0,6327,8.2,1802,2.3,35096,41723,6202,8.1,5589,7.3,4476,5.8,4457,5.8,6274,8.2,7263,9.5,6530,8.5,5202,6.8,4445,5.8,4855,6.3,5381,7.0,3879,5.0,3800,4.9,2811,3.7,2030,2.6,1774,2.3,943,1.2,908,1.2,7974,10.4,59.8,29345,8431,28.7,75753,70786,2949,16.6,7.2,10.7,10.4,13.3,13.1,9.7,10.4,4.3,4.3,40449,62884,56493,11243,7394,76328,21469,25.0,2753,3636,7353,7824,1927,425,70028,91.4,6612,8.6,6657,22688,91.1,1,1,1,717,1174,61.07,225,383,0.587467363,225,383,0.587467363,356,576,61.81,428,720,59.44,7,2793,3128,3128,2789,1808,143,143,121,4.464707,981,62,11233,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.021989556971355666,0.00933362839922415
11234,19191735,2139260,95666,39753,41.6,43831,45.8,152,0.2,6411,6.7,11,0.0,3798,4.0,1710,1.8,45456,50210,5677,5.9,5879,6.1,6380,6.7,5739,6.0,5331,5.6,6144,6.4,6304,6.6,5887,6.2,6012,6.3,6112,6.4,6329,6.6,7030,7.3,6739,7.0,5669,5.9,3711,3.9,2723,2.8,1887,2.0,2113,2.2,8803,9.2,62.5,31835,3768,11.8,94887,90096,3712,4.0,3.5,6.7,6.9,9.8,14.9,14.4,19.2,11.3,9.3,81399,102731,59827,27212,8793,95411,7639,6.7,2075,8035,8803,10519,4190,790,89770,93.9,5845,6.1,21649,10186,58.5,1,0,0,1483,2441,60.75,364,713,0.510518934,364,713,0.510518934,624,1079,57.83,807,1384,58.31,2,346,346,346,134,134,7,7,0,0.726661,0,6,11234,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.004984749945744874,0.015501850187109319
11235,5812668,495753,78128,58754,75.2,2011,2.6,189,0.2,11285,14.4,0,0.0,3856,4.9,2033,2.6,37432,40696,4521,5.8,3587,4.6,4083,5.2,3185,4.1,3310,4.2,4932,6.3,5565,7.1,4990,6.4,4771,6.1,4834,6.2,5367,6.9,5295,6.8,5325,6.8,5465,7.0,3516,4.5,3359,4.3,2634,3.4,3389,4.3,11763,15.2,58.1,32269,7793,24.2,77238,69536,5575,7.4,11.0,10.6,8.5,10.5,15.9,10.1,12.8,7.0,6.2,52538,76248,18673,34442,15175,77366,14999,14.4,2316,5223,9033,8432,2023,307,70320,90.8,7087,9.2,12770,19499,24.700000000000003,0,0,0,1138,1991,57.16,348,684,0.50877193,348,684,0.50877193,487,967,50.36,630,1193,52.81,3,717,827,827,505,426,29,29,10,1.525469,79,22,11235,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.013440987856178952,0.014565840671718205
11236,9321422,89767,100331,5879,5.9,86679,86.4,158,0.2,2720,2.7,15,0.0,3458,3.4,1422,1.4,43752,56579,6574,6.6,5472,5.5,6425,6.4,6405,6.4,7363,7.3,7770,7.7,6482,6.5,6061,6.0,6738,6.7,6402,6.4,7063,7.0,7202,7.2,6768,6.7,5183,5.2,3381,3.4,2056,2.0,1456,1.5,1530,1.5,7923,7.9,64.6,33282,5180,15.6,99308,94126,4003,6.2,4.3,8.1,8.3,11.5,16.0,14.5,17.9,7.7,5.5,67669,83059,70948,34339,11464,99499,12698,10.6,1924,6495,8507,11703,3267,921,91921,92.2,7813,7.8,16228,17054,94.10000000000002,1,1,1,1637,2501,65.45,416,701,0.593437946,416,701,0.593437946,728,1153,63.14,938,1470,63.81,2,833,833,833,833,449,39,39,30,1.351177,384,27,11236,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.01076348651525486,0.01631599405966252
11238,2865959,0,54540,25308,46.4,20521,37.6,46,0.1,3364,6.2,19,0.0,2464,4.5,2818,5.2,25481,29059,3294,6.0,2042,3.7,2064,3.8,1488,2.7,2682,4.9,6828,12.5,7830,14.4,5411,9.9,4221,7.7,3531,6.5,2820,5.2,2824,5.2,2861,5.2,2432,4.5,1573,2.9,841,1.5,850,1.6,948,1.7,5354,9.9,73.6,24547,2999,12.2,53742,46092,4227,7.7,5.5,4.8,5.8,8.5,11.9,12.9,16.8,10.8,15.4,85407,117496,40164,7140,4256,54004,7014,9.7,1229,2094,5562,4815,698,53,51007,94.3,3076,5.7,7328,17219,53.60000000000001,1,0,0,491,874,56.18,183,350,0.522857143,183,350,0.522857143,283,514,55.06,350,636,55.03,7,3028,3363,3363,2990,2051,148,148,125,4.897024,939,68,11238,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.019030279218928116,0.009002566923359002
11239,1598723,27109,13244,4057,30.6,7991,60.3,137,1.0,300,2.3,0,0.0,577,4.4,182,1.4,5406,7838,648,4.9,1025,7.7,658,5.0,438,3.3,857,6.5,697,5.3,727,5.5,663,5.0,662,5.0,709,5.4,849,6.4,698,5.3,775,5.9,992,7.5,897,6.8,749,5.7,541,4.1,659,5.0,3103,23.5,48.8,6764,2668,39.4,13143,12572,468,11.7,18.3,17.7,9.9,14.8,15.8,6.9,3.3,0.8,0.7,27104,38283,7705,3371,547,13222,3765,23.7,763,1295,2087,966,296,38,12742,96.4,480,3.6,215,6549,69.4,1,1,0,309,511,60.47,85,129,0.658914729,85,129,0.658914729,157,228,68.86,179,281,63.7,1,530,530,530,530,288,29,29,30,0.629608,242,19,11239,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.008284111756695812,0.02333131984294775
11201,3644692,39281,62823,40248,64.1,8537,13.6,147,0.2,7430,11.8,58,0.1,2701,4.3,3702,5.9,30042,32781,4316,6.9,2942,4.7,2049,3.3,2570,4.1,3344,5.3,7178,11.4,8781,14.0,6420,10.2,5021,8.0,4475,7.1,2871,4.6,2709,4.3,2945,4.7,2090,3.3,1840,2.9,1192,1.9,966,1.5,1114,1.8,5060,8.2,71.5,28067,2176,7.8,61713,49681,3676,6.2,3.0,4.9,4.1,5.5,8.1,9.0,16.8,13.1,29.3,124996,184989,44199,6181,6223,59307,7709,7.3,950,2077,6813,5657,553,70,58607,94.6,3375,5.4,10403,17664,35.900000000000006,0,0,0,418,1017,41.1,204,479,0.425887265,204,479,0.425887265,259,601,43.09,293,737,39.76,3,1238,1247,1247,1235,920,70,70,52,2.503751,315,33,11201,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.017236847448289183,0.006653614122216386
11203,5555600,0,75451,3330,4.4,67171,89.0,114,0.2,1431,1.9,0,0.0,2172,2.9,1233,1.6,33245,42206,4228,5.6,4570,6.1,4297,5.7,4220,5.6,5205,6.9,5579,7.4,5282,7.0,4470,5.9,4863,6.4,4521,6.0,4880,6.5,5327,7.1,4458,5.9,4061,5.4,3298,4.4,2831,3.8,1741,2.3,1620,2.1,6466,8.7,60.9,27761,4683,16.9,74556,70706,2784,8.5,5.7,10.5,10.3,13.9,17.1,12.1,14.0,4.7,3.3,51277,67925,57033,27301,11509,73918,12075,13.3,1324,5662,7808,8070,2172,427,68322,92.0,5958,8.0,11278,16483,95.60000000000001,1,1,1,1195,1843,64.84,343,546,0.628205128,343,546,0.628205128,553,870,63.56,676,1070,63.18,6,2335,2639,2639,2101,1313,103,103,101,3.307185,788,49,11203,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.013581071351429188,0.015838093597169024
11204,4113158,0,76978,44686,58.1,893,1.2,178,0.2,24594,31.9,13,0.0,5311,6.9,1303,1.7,38466,38512,6599,8.6,6128,8.0,5963,7.7,4517,5.9,4261,5.5,5342,6.9,6019,7.8,5152,6.7,5018,6.5,4310,5.6,4283,5.6,4518,5.9,4391,5.7,3628,4.7,1973,2.6,1689,2.2,1333,1.7,1854,2.4,7958,10.3,60.0,23601,6082,25.8,75870,69783,4511,6.1,7.5,13.2,10.5,12.9,15.5,11.1,11.7,6.1,5.5,49785,72448,17040,20213,14482,76789,17475,18.4,2199,4375,5717,7757,3136,1550,70589,91.8,6332,8.2,8748,14853,41.9,0,0,0,1240,2049,60.52,534,932,0.5729613729999999,534,932,0.5729613729999999,789,1298,60.79,930,1505,61.79,3,1057,1057,1057,845,775,47,47,31,1.611956,70,44,11204,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.018715060301597947,0.016108498532048116
11205,2447361,0,46064,22570,49.0,14651,31.8,272,0.6,3184,6.9,8,0.0,3619,7.9,1760,3.8,21340,24724,4303,9.3,3638,7.9,2837,6.2,3468,7.5,4327,9.4,4622,10.0,4436,9.6,3955,8.6,2865,6.2,2388,5.2,2073,4.5,1869,4.1,1845,4.0,1463,3.2,784,1.7,582,1.3,309,0.7,300,0.7,4491,9.8,67.3,16294,4314,26.5,45311,38914,3072,11.6,6.3,9.5,8.5,9.7,14.2,10.7,14.8,6.3,8.5,56708,86795,24607,4105,4982,44380,12957,22.5,1095,1319,3051,3295,1201,734,43206,94.2,2684,5.8,3925,12369,50.99999999999999,1,0,0,437,826,52.91,182,319,0.570532915,182,319,0.570532915,270,462,58.44,330,606,54.46,5,1845,1885,1885,1886,1311,107,107,62,3.760706,575,42,11205,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.018821906535243474,0.009486800972559916
11206,3715220,0,88349,41715,47.2,23405,26.5,638,0.7,6056,6.9,33,0.0,13163,14.9,3339,3.8,42822,45527,7583,8.6,6987,7.9,6436,7.3,5902,6.7,8049,9.1,10459,11.8,8073,9.1,6283,7.1,4270,4.8,3929,4.4,3972,4.5,4112,4.7,3215,3.6,3091,3.5,2131,2.4,1856,2.1,1239,1.4,762,0.9,11090,12.6,62.0,31042,12046,38.8,87005,78344,5194,12.9,12.2,14.1,9.6,10.6,13.0,8.6,9.3,5.2,4.5,36404,61423,36036,10490,8474,87950,32154,33.5,3767,4571,6978,7089,2190,1480,81229,92.1,6952,7.9,3274,27768,52.8,1,0,0,885,1524,58.07,329,572,0.575174825,329,572,0.575174825,477,816,58.46,556,987,56.33,4,1421,1452,1452,1439,920,65,65,40,2.667964,519,29,11206,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.02378028757381797,0.010017091308333994
11209,5496341,0,67809,50050,73.8,2078,3.1,211,0.3,9115,13.4,69,0.1,3855,5.7,2431,3.6,32504,35305,4307,6.4,3418,5.0,3192,4.7,2779,4.1,3354,4.9,5839,8.6,5803,8.6,4711,6.9,4572,6.7,4774,7.0,4590,6.8,4376,6.5,4602,6.8,3582,5.3,2689,4.0,1939,2.9,1573,2.3,1709,2.5,7350,10.9,65.2,29297,3237,11.0,66775,59963,3777,6.5,4.5,8.2,7.7,8.8,16.3,11.0,18.3,7.3,11.5,72314,98949,34806,13835,7728,67540,8978,10.2,1274,4464,7307,6537,2112,304,63054,93.4,4463,6.6,11028,18269,26.200000000000003,0,0,0,715,1417,50.46,209,452,0.462389381,209,452,0.462389381,348,718,48.47,440,905,48.62,2,1161,1161,1161,1155,964,58,58,41,1.7512759999999998,191,41,11209,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.012337116638141628,0.010544323024967188
11210,4251899,0,67040,20877,31.1,39272,58.6,70,0.1,2863,4.3,0,0.0,2809,4.2,1149,1.7,30595,36445,4741,7.1,5135,7.7,4975,7.4,4961,7.4,4277,6.4,4862,7.3,3984,5.9,4373,6.5,4878,7.3,3887,5.8,3796,5.7,4453,6.6,3826,5.7,3436,5.1,2154,3.2,1469,2.2,886,1.3,947,1.4,5529,8.3,64.3,22267,3581,16.1,66167,62189,2780,5.4,4.0,7.5,7.7,12.9,20.2,12.9,15.0,6.7,7.6,65900,89162,41802,16912,9810,66700,8288,9.3,1244,4028,5641,6575,2774,950,62674,93.5,4330,6.5,9906,12361,68.9,1,1,0,1081,1721,62.81,386,671,0.575260805,386,671,0.575260805,583,953,61.18,699,1138,61.42,5,1652,1956,1956,1418,1006,68,68,71,2.7010419999999997,412,32,11210,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.01576707254805441,0.016124701670644392
11211,5988788,163645,102624,76620,74.7,6611,6.4,499,0.5,5753,5.6,8,0.0,9801,9.6,3332,3.2,51067,51557,9952,9.7,6710,6.5,5893,5.7,5208,5.1,6275,6.1,14677,14.3,13711,13.4,9982,9.7,5624,5.5,4246,4.1,3879,3.8,3728,3.6,3923,3.8,3225,3.1,1517,1.5,1686,1.6,944,0.9,1444,1.4,8683,8.5,70.3,39384,8453,21.5,100327,88142,5652,8.0,7.1,9.4,7.3,8.8,11.0,10.4,14.3,8.5,15.3,71225,110045,41341,11187,10354,102179,26791,22.9,3026,3679,9767,7156,2221,1946,96139,93.9,6271,6.1,6484,32900,25.3,0,0,0,1342,2169,61.87,601,961,0.625390219,601,961,0.625390219,859,1335,64.34,974,1535,63.45,7,3333,3576,3576,3283,2341,366,366,155,3.595528,942,66,11211,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.017136021512199128,0.013076863111942625
11212,3985437,0,76527,5487,7.2,62425,81.6,168,0.2,986,1.3,30,0.0,5724,7.5,1707,2.2,32439,44088,5099,6.7,3917,5.1,5080,6.6,4662,6.1,4765,6.2,6596,8.6,5847,7.6,4743,6.2,5368,7.0,5317,6.9,5572,7.3,4856,6.3,4464,5.8,3488,4.6,2496,3.3,1762,2.3,1308,1.7,1187,1.6,11091,14.6,53.4,31454,13834,44.0,75730,68964,4347,23.9,10.6,13.8,10.2,12.5,13.3,6.4,6.5,1.2,1.5,26239,43099,56396,15472,10954,74522,26929,27.2,3039,4236,6998,6685,1929,215,68691,90.5,7189,9.5,4649,26805,92.8,1,1,1,990,1563,63.34,254,445,0.570786517,254,445,0.570786517,469,758,61.87,613,968,63.33,5,2123,2427,2427,2101,1313,103,103,101,3.307185,788,49,11212,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.019201658437957996,0.0129366106080207
11213,2824124,0,66295,14869,22.4,44813,67.6,108,0.2,1357,2.0,0,0.0,3261,4.9,1887,2.8,30437,35858,4661,7.0,3655,5.5,4502,6.8,4496,6.8,5715,8.6,6862,10.4,4689,7.1,4232,6.4,3977,6.0,4042,6.1,4364,6.6,4249,6.4,3248,4.9,2388,3.6,1753,2.6,1392,2.1,900,1.4,1170,1.8,7299,11.1,62.5,25027,7558,30.2,65564,59874,3149,13.1,8.4,12.4,9.1,14.5,15.6,9.6,10.0,4.3,3.2,41710,60525,45851,14019,9120,65456,15449,20.1,2140,3374,6050,5931,1944,650,59855,90.7,6102,9.3,3903,21124,77.5,1,1,1,906,1497,60.52,394,621,0.634460548,394,621,0.634460548,554,879,63.03,633,1043,60.69,7,3094,3429,3429,3056,2067,165,165,135,4.719386,989,75,11213,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.0234745358206651,0.013666189003695603
11214,5617496,8509,92946,45769,49.2,1364,1.5,192,0.2,34861,37.5,11,0.0,8279,8.9,2470,2.7,45577,47369,6466,7.0,5489,5.9,4961,5.3,4208,4.5,5229,5.6,6943,7.5,6618,7.1,7000,7.5,6263,6.7,6625,7.1,6284,6.8,6271,6.7,5238,5.6,5219,5.6,2891,3.1,2565,2.8,2290,2.5,2386,2.6,9557,10.3,61.1,31933,7451,23.3,91737,82013,7259,6.6,6.3,11.5,9.3,13.0,14.9,13.0,13.9,6.7,4.8,54041,74409,24057,31057,20759,92331,16168,13.7,2838,5784,7846,10595,3621,631,82189,88.9,10262,11.1,10629,21304,50.800000000000004,1,0,0,907,1599,56.72,251,544,0.461397059,251,544,0.461397059,403,796,50.63,523,996,52.51,1,371,481,481,371,292,22,22,10,0.798808,79,16,11214,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.016545806174138797,0.00975835431325716
11215,5633118,58928,70156,53421,76.1,3233,4.6,94,0.1,5572,7.9,0,0.0,3692,5.3,4144,5.9,33597,36559,5718,8.2,4228,6.0,3066,4.4,2355,3.4,2611,3.7,7192,10.3,8099,11.5,7798,11.1,6274,8.9,5415,7.7,3800,5.4,3396,4.8,2913,4.2,2637,3.8,1790,2.6,1232,1.8,909,1.3,723,1.0,4583,6.5,76.3,28635,1427,5.0,69171,58689,5638,4.0,2.2,3.3,3.4,5.4,10.4,11.7,19.2,14.1,26.4,123583,171776,49118,5952,6107,69857,4957,3.7,557,3050,6772,8554,1067,45,67480,96.3,2560,3.7,11611,17024,23.799999999999997,0,0,0,399,929,42.95,178,437,0.407322654,178,437,0.407322654,239,559,42.75,276,654,42.2,6,3279,3583,3583,3191,2463,159,159,156,4.669776000000001,728,92,11215,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.01245420387075151,0.005687325389132789
11216,2421197,0,56308,16316,29.0,32083,57.0,157,0.3,2925,5.2,10,0.0,2436,4.3,2381,4.2,26400,29908,2879,5.1,2365,4.2,1955,3.5,1881,3.3,4603,8.2,8598,15.3,6940,12.3,4505,8.0,3750,6.7,3717,6.6,2939,5.2,3099,5.5,2550,4.5,1845,3.3,1577,2.8,1259,2.2,938,1.7,908,1.6,6288,11.2,69.9,24079,4433,18.4,55825,47736,4729,9.4,6.3,9.3,7.4,9.4,16.0,11.9,14.4,7.1,8.7,61121,88367,42842,8611,6128,56062,9737,13.5,1603,2563,5717,4036,1095,190,51589,91.8,4592,8.2,5328,18751,71.0,1,1,1,439,825,53.21,162,316,0.5126582279999999,162,316,0.5126582279999999,240,445,53.93,285,549,51.91,8,3378,3713,3713,3314,2308,164,164,135,5.500787,1006,76,11216,Brooklyn,Brooklyn,-1407,-249,-45,-1677,-1601,715,0.023256265392696256,0.007796405484123038
